arquivo,estado_predito,estado_real
018445.jpg,POSTURA_RUIM,POSTURA_RUIM
018446.jpg,POSTURA_RUIM,POSTURA_RUIM
018447.jpg,POSTURA_RUIM,POSTURA_RUIM
018448.jpg,POSTURA_RUIM,POSTURA_RUIM
018449.jpg,POSTURA_RUIM,POSTURA_RUIM
018450.jpg,POSTURA_RUIM,POSTURA_RUIM
018451.jpg,POSTURA_RUIM,POSTURA_RUIM
018452.jpg,POSTURA_RUIM,POSTURA_RUIM
018453.jpg,POSTURA_RUIM,POSTURA_RUIM
018454.jpg,POSTURA_RUIM,POSTURA_RUIM
018455.jpg,POSTURA_RUIM,POSTURA_RUIM
018464.jpg,POSTURA_RUIM,POSTURA_RUIM
018465.jpg,POSTURA_RUIM,POSTURA_RUIM
018466.jpg,POSTURA_RUIM,POSTURA_RUIM
018467.jpg,POSTURA_RUIM,POSTURA_RUIM
018468.jpg,POSTURA_RUIM,POSTURA_RUIM
018469.jpg,POSTURA_RUIM,POSTURA_RUIM
018470.jpg,POSTURA_RUIM,POSTURA_RUIM
018471.jpg,POSTURA_RUIM,POSTURA_RUIM
018472.jpg,POSTURA_RUIM,POSTURA_RUIM
018473.jpg,POSTURA_RUIM,POSTURA_RUIM
018474.jpg,POSTURA_RUIM,POSTURA_RUIM
018475.jpg,POSTURA_RUIM,POSTURA_RUIM
018476.jpg,POSTURA_RUIM,POSTURA_RUIM
018477.jpg,POSTURA_RUIM,POSTURA_RUIM
018478.jpg,POSTURA_RUIM,POSTURA_RUIM
018479.jpg,POSTURA_RUIM,POSTURA_RUIM
018480.jpg,POSTURA_RUIM,POSTURA_RUIM
018481.jpg,POSTURA_RUIM,POSTURA_RUIM
018482.jpg,POSTURA_RUIM,POSTURA_RUIM
018483.jpg,POSTURA_RUIM,POSTURA_RUIM
018484.jpg,POSTURA_RUIM,POSTURA_RUIM
018485.jpg,POSTURA_RUIM,POSTURA_RUIM
018486.jpg,POSTURA_RUIM,POSTURA_RUIM
018487.jpg,POSTURA_RUIM,POSTURA_RUIM
018488.jpg,POSTURA_RUIM,POSTURA_RUIM
018489.jpg,POSTURA_RUIM,POSTURA_RUIM
018490.jpg,POSTURA_RUIM,POSTURA_RUIM
018491.jpg,POSTURA_RUIM,POSTURA_RUIM
018492.jpg,POSTURA_RUIM,POSTURA_RUIM
018493.jpg,POSTURA_RUIM,POSTURA_RUIM
018494.jpg,POSTURA_RUIM,POSTURA_RUIM
018495.jpg,POSTURA_RUIM,POSTURA_RUIM
018496.jpg,POSTURA_RUIM,POSTURA_RUIM
018497.jpg,POSTURA_RUIM,POSTURA_RUIM
018498.jpg,POSTURA_RUIM,POSTURA_RUIM
018499.jpg,POSTURA_RUIM,POSTURA_RUIM
018500.jpg,POSTURA_RUIM,POSTURA_RUIM
018501.jpg,POSTURA_RUIM,POSTURA_RUIM
018502.jpg,POSTURA_RUIM,POSTURA_RUIM
018503.jpg,POSTURA_RUIM,POSTURA_RUIM
018504.jpg,POSTURA_RUIM,POSTURA_RUIM
018505.jpg,POSTURA_RUIM,POSTURA_RUIM
018506.jpg,POSTURA_RUIM,POSTURA_RUIM
018507.jpg,POSTURA_RUIM,POSTURA_RUIM
018528.jpg,POSTURA_RUIM,POSTURA_RUIM
018529.jpg,POSTURA_RUIM,POSTURA_RUIM
018530.jpg,POSTURA_RUIM,POSTURA_RUIM
018531.jpg,POSTURA_RUIM,POSTURA_RUIM
018532.jpg,POSTURA_RUIM,POSTURA_RUIM
018533.jpg,POSTURA_RUIM,POSTURA_RUIM
018534.jpg,POSTURA_RUIM,POSTURA_RUIM
018535.jpg,POSTURA_RUIM,POSTURA_RUIM
018536.jpg,POSTURA_RUIM,POSTURA_RUIM
018537.jpg,POSTURA_RUIM,POSTURA_RUIM
018538.jpg,POSTURA_RUIM,POSTURA_RUIM
018539.jpg,POSTURA_RUIM,POSTURA_RUIM
018540.jpg,POSTURA_RUIM,POSTURA_RUIM
018541.jpg,POSTURA_RUIM,POSTURA_RUIM
018542.jpg,POSTURA_RUIM,POSTURA_RUIM
018543.jpg,POSTURA_RUIM,POSTURA_RUIM
018544.jpg,POSTURA_RUIM,POSTURA_RUIM
018545.jpg,POSTURA_RUIM,POSTURA_RUIM
018546.jpg,POSTURA_RUIM,POSTURA_RUIM
018547.jpg,POSTURA_RUIM,POSTURA_RUIM
018548.jpg,POSTURA_RUIM,POSTURA_RUIM
018549.jpg,POSTURA_RUIM,POSTURA_RUIM
018550.jpg,POSTURA_RUIM,POSTURA_RUIM
018551.jpg,POSTURA_RUIM,POSTURA_RUIM
018552.jpg,POSTURA_RUIM,POSTURA_RUIM
018553.jpg,POSTURA_RUIM,POSTURA_RUIM
018554.jpg,POSTURA_RUIM,POSTURA_RUIM
018555.jpg,POSTURA_RUIM,POSTURA_RUIM
018556.jpg,POSTURA_RUIM,POSTURA_RUIM
018557.jpg,POSTURA_RUIM,POSTURA_RUIM
018558.jpg,POSTURA_RUIM,POSTURA_RUIM
018559.jpg,POSTURA_RUIM,POSTURA_RUIM
018560.jpg,POSTURA_RUIM,POSTURA_RUIM
018561.jpg,POSTURA_RUIM,POSTURA_RUIM
018562.jpg,POSTURA_RUIM,POSTURA_RUIM
018563.jpg,POSTURA_RUIM,POSTURA_RUIM
018564.jpg,POSTURA_RUIM,POSTURA_RUIM
018565.jpg,POSTURA_RUIM,POSTURA_RUIM
018566.jpg,POSTURA_RUIM,POSTURA_RUIM
018567.jpg,POSTURA_RUIM,POSTURA_RUIM
018568.jpg,POSTURA_RUIM,POSTURA_RUIM
018569.jpg,POSTURA_RUIM,POSTURA_RUIM
018570.jpg,POSTURA_RUIM,POSTURA_RUIM
018571.jpg,POSTURA_RUIM,POSTURA_RUIM
018572.jpg,POSTURA_RUIM,POSTURA_RUIM
018583.jpg,POSTURA_RUIM,POSTURA_RUIM
018584.jpg,POSTURA_RUIM,POSTURA_RUIM
018585.jpg,POSTURA_RUIM,POSTURA_RUIM
018586.jpg,POSTURA_RUIM,POSTURA_RUIM
018587.jpg,POSTURA_RUIM,POSTURA_RUIM
018593.jpg,POSTURA_RUIM,POSTURA_RUIM
018594.jpg,POSTURA_RUIM,POSTURA_RUIM
018595.jpg,POSTURA_RUIM,POSTURA_RUIM
018596.jpg,POSTURA_RUIM,POSTURA_RUIM
018597.jpg,POSTURA_RUIM,POSTURA_RUIM
018598.jpg,POSTURA_RUIM,POSTURA_RUIM
018599.jpg,POSTURA_RUIM,POSTURA_RUIM
018605.jpg,POSTURA_RUIM,POSTURA_RUIM
018606.jpg,POSTURA_RUIM,POSTURA_RUIM
018607.jpg,POSTURA_RUIM,POSTURA_RUIM
018608.jpg,POSTURA_RUIM,POSTURA_RUIM
018609.jpg,POSTURA_RUIM,POSTURA_RUIM
018610.jpg,POSTURA_RUIM,POSTURA_RUIM
018611.jpg,POSTURA_RUIM,POSTURA_RUIM
018612.jpg,POSTURA_RUIM,POSTURA_RUIM
018613.jpg,POSTURA_RUIM,POSTURA_RUIM
019176.jpg,POSTURA_RUIM,POSTURA_RUIM
019177.jpg,POSTURA_RUIM,POSTURA_RUIM
019178.jpg,POSTURA_RUIM,POSTURA_RUIM
019179.jpg,POSTURA_RUIM,POSTURA_RUIM
019180.jpg,POSTURA_RUIM,POSTURA_RUIM
019181.jpg,POSTURA_RUIM,POSTURA_RUIM
019182.jpg,POSTURA_RUIM,POSTURA_RUIM
019183.jpg,POSTURA_RUIM,POSTURA_RUIM
019184.jpg,POSTURA_RUIM,POSTURA_RUIM
019185.jpg,POSTURA_RUIM,POSTURA_RUIM
019193.jpg,POSTURA_RUIM,POSTURA_RUIM
019194.jpg,POSTURA_RUIM,POSTURA_RUIM
019195.jpg,POSTURA_RUIM,POSTURA_RUIM
019196.jpg,POSTURA_RUIM,POSTURA_RUIM
019197.jpg,POSTURA_RUIM,POSTURA_RUIM
019456.jpg,POSTURA_RUIM,POSTURA_RUIM
019457.jpg,POSTURA_RUIM,POSTURA_RUIM
019458.jpg,POSTURA_RUIM,POSTURA_RUIM
019459.jpg,POSTURA_RUIM,POSTURA_RUIM
019460.jpg,POSTURA_RUIM,POSTURA_RUIM
019461.jpg,POSTURA_RUIM,POSTURA_RUIM
019462.jpg,POSTURA_RUIM,POSTURA_RUIM
019463.jpg,POSTURA_RUIM,POSTURA_RUIM
019464.jpg,POSTURA_RUIM,POSTURA_RUIM
019465.jpg,POSTURA_RUIM,POSTURA_RUIM
019466.jpg,POSTURA_RUIM,POSTURA_RUIM
019496.jpg,POSTURA_RUIM,POSTURA_RUIM
019497.jpg,POSTURA_RUIM,POSTURA_RUIM
019498.jpg,POSTURA_RUIM,POSTURA_RUIM
019499.jpg,POSTURA_RUIM,POSTURA_RUIM
019500.jpg,POSTURA_RUIM,POSTURA_RUIM
019501.jpg,POSTURA_RUIM,POSTURA_RUIM
019502.jpg,POSTURA_RUIM,POSTURA_RUIM
019503.jpg,POSTURA_RUIM,POSTURA_RUIM
019504.jpg,POSTURA_RUIM,POSTURA_RUIM
019505.jpg,POSTURA_RUIM,POSTURA_RUIM
019523.jpg,POSTURA_RUIM,POSTURA_RUIM
019524.jpg,POSTURA_RUIM,POSTURA_RUIM
019525.jpg,POSTURA_RUIM,POSTURA_RUIM
019526.jpg,POSTURA_RUIM,POSTURA_RUIM
019527.jpg,POSTURA_RUIM,POSTURA_RUIM
019528.jpg,POSTURA_RUIM,POSTURA_RUIM
019529.jpg,POSTURA_RUIM,POSTURA_RUIM
019530.jpg,POSTURA_RUIM,POSTURA_RUIM
019531.jpg,POSTURA_RUIM,POSTURA_RUIM
019532.jpg,POSTURA_RUIM,POSTURA_RUIM
021921.jpg,POSTURA_RUIM,POSTURA_RUIM
021922.jpg,POSTURA_RUIM,POSTURA_RUIM
021923.jpg,POSTURA_RUIM,POSTURA_RUIM
021924.jpg,POSTURA_RUIM,POSTURA_RUIM
021925.jpg,POSTURA_RUIM,POSTURA_RUIM
022374.jpg,POSTURA_RUIM,POSTURA_RUIM
022375.jpg,POSTURA_RUIM,POSTURA_RUIM
022376.jpg,POSTURA_RUIM,POSTURA_RUIM
022377.jpg,POSTURA_RUIM,POSTURA_RUIM
022378.jpg,POSTURA_RUIM,POSTURA_RUIM
022379.jpg,POSTURA_RUIM,POSTURA_RUIM
022380.jpg,POSTURA_RUIM,POSTURA_RUIM
022381.jpg,POSTURA_RUIM,POSTURA_RUIM
022382.jpg,POSTURA_RUIM,POSTURA_RUIM
022383.jpg,POSTURA_RUIM,POSTURA_RUIM
022394.jpg,POSTURA_RUIM,POSTURA_RUIM
022395.jpg,POSTURA_RUIM,POSTURA_RUIM
022396.jpg,POSTURA_RUIM,POSTURA_RUIM
022397.jpg,POSTURA_RUIM,POSTURA_RUIM
022398.jpg,POSTURA_RUIM,POSTURA_RUIM
022399.jpg,POSTURA_RUIM,POSTURA_RUIM
022400.jpg,POSTURA_RUIM,POSTURA_RUIM
022401.jpg,POSTURA_RUIM,POSTURA_RUIM
022402.jpg,POSTURA_RUIM,POSTURA_RUIM
022403.jpg,POSTURA_RUIM,POSTURA_RUIM
022404.jpg,POSTURA_RUIM,POSTURA_RUIM
022405.jpg,POSTURA_RUIM,POSTURA_RUIM
022406.jpg,POSTURA_RUIM,POSTURA_RUIM
022942.jpg,POSTURA_RUIM,NAO_DETECTADO
022943.jpg,POSTURA_RUIM,NAO_DETECTADO
022944.jpg,POSTURA_RUIM,NAO_DETECTADO
022945.jpg,POSTURA_RUIM,NAO_DETECTADO
022946.jpg,POSTURA_RUIM,NAO_DETECTADO
023007.jpg,POSTURA_RUIM,NAO_DETECTADO
023008.jpg,POSTURA_RUIM,NAO_DETECTADO
023009.jpg,POSTURA_RUIM,NAO_DETECTADO
023010.jpg,POSTURA_RUIM,NAO_DETECTADO
023011.jpg,POSTURA_RUIM,NAO_DETECTADO
023043.jpg,POSTURA_RUIM,NAO_DETECTADO
023044.jpg,POSTURA_RUIM,NAO_DETECTADO
023045.jpg,POSTURA_RUIM,NAO_DETECTADO
023046.jpg,POSTURA_RUIM,NAO_DETECTADO
023047.jpg,POSTURA_RUIM,NAO_DETECTADO
023096.jpg,POSTURA_RUIM,NAO_DETECTADO
023097.jpg,POSTURA_RUIM,NAO_DETECTADO
023098.jpg,POSTURA_RUIM,NAO_DETECTADO
023099.jpg,POSTURA_RUIM,NAO_DETECTADO
023100.jpg,POSTURA_RUIM,NAO_DETECTADO
023106.jpg,POSTURA_RUIM,NAO_DETECTADO
023107.jpg,POSTURA_RUIM,NAO_DETECTADO
023108.jpg,POSTURA_RUIM,NAO_DETECTADO
023109.jpg,POSTURA_RUIM,NAO_DETECTADO
023110.jpg,POSTURA_RUIM,NAO_DETECTADO
023241.jpg,POSTURA_RUIM,NAO_DETECTADO
023242.jpg,POSTURA_RUIM,NAO_DETECTADO
023243.jpg,POSTURA_RUIM,NAO_DETECTADO
023244.jpg,POSTURA_RUIM,NAO_DETECTADO
023245.jpg,POSTURA_RUIM,NAO_DETECTADO
023292.jpg,POSTURA_RUIM,NAO_DETECTADO
023293.jpg,POSTURA_RUIM,NAO_DETECTADO
023294.jpg,POSTURA_RUIM,NAO_DETECTADO
023295.jpg,POSTURA_RUIM,NAO_DETECTADO
023296.jpg,POSTURA_RUIM,NAO_DETECTADO
023308.jpg,POSTURA_RUIM,NAO_DETECTADO
023309.jpg,POSTURA_RUIM,NAO_DETECTADO
023310.jpg,POSTURA_RUIM,NAO_DETECTADO
023311.jpg,POSTURA_RUIM,NAO_DETECTADO
023312.jpg,POSTURA_RUIM,NAO_DETECTADO
023313.jpg,POSTURA_RUIM,NAO_DETECTADO
023320.jpg,POSTURA_RUIM,NAO_DETECTADO
023321.jpg,POSTURA_RUIM,NAO_DETECTADO
023322.jpg,POSTURA_RUIM,NAO_DETECTADO
023323.jpg,POSTURA_RUIM,NAO_DETECTADO
023324.jpg,POSTURA_RUIM,NAO_DETECTADO
023325.jpg,POSTURA_RUIM,NAO_DETECTADO
023326.jpg,POSTURA_RUIM,NAO_DETECTADO
023327.jpg,POSTURA_RUIM,NAO_DETECTADO
023328.jpg,POSTURA_RUIM,NAO_DETECTADO
023329.jpg,POSTURA_RUIM,NAO_DETECTADO
023335.jpg,POSTURA_RUIM,NAO_DETECTADO
023336.jpg,POSTURA_RUIM,NAO_DETECTADO
023337.jpg,POSTURA_RUIM,NAO_DETECTADO
023338.jpg,POSTURA_RUIM,NAO_DETECTADO
023339.jpg,POSTURA_RUIM,NAO_DETECTADO
023340.jpg,POSTURA_RUIM,NAO_DETECTADO
023341.jpg,POSTURA_RUIM,NAO_DETECTADO
023342.jpg,POSTURA_RUIM,NAO_DETECTADO
023343.jpg,POSTURA_RUIM,NAO_DETECTADO
023344.jpg,POSTURA_RUIM,NAO_DETECTADO
023345.jpg,POSTURA_RUIM,NAO_DETECTADO
023346.jpg,POSTURA_RUIM,NAO_DETECTADO
023347.jpg,POSTURA_RUIM,NAO_DETECTADO
023356.jpg,POSTURA_RUIM,NAO_DETECTADO
023357.jpg,POSTURA_RUIM,NAO_DETECTADO
023358.jpg,POSTURA_RUIM,NAO_DETECTADO
023359.jpg,POSTURA_RUIM,NAO_DETECTADO
023360.jpg,POSTURA_RUIM,NAO_DETECTADO
023366.jpg,POSTURA_RUIM,NAO_DETECTADO
023367.jpg,POSTURA_RUIM,NAO_DETECTADO
023368.jpg,POSTURA_RUIM,NAO_DETECTADO
023369.jpg,POSTURA_RUIM,NAO_DETECTADO
023370.jpg,POSTURA_RUIM,NAO_DETECTADO
023371.jpg,POSTURA_RUIM,NAO_DETECTADO
023372.jpg,POSTURA_RUIM,NAO_DETECTADO
023373.jpg,POSTURA_RUIM,NAO_DETECTADO
023374.jpg,POSTURA_RUIM,NAO_DETECTADO
023380.jpg,POSTURA_RUIM,NAO_DETECTADO
023381.jpg,POSTURA_RUIM,NAO_DETECTADO
023382.jpg,POSTURA_RUIM,NAO_DETECTADO
023383.jpg,POSTURA_RUIM,NAO_DETECTADO
023384.jpg,POSTURA_RUIM,NAO_DETECTADO
023385.jpg,POSTURA_RUIM,NAO_DETECTADO
023386.jpg,POSTURA_RUIM,NAO_DETECTADO
023387.jpg,POSTURA_RUIM,NAO_DETECTADO
023388.jpg,POSTURA_RUIM,NAO_DETECTADO
023389.jpg,POSTURA_RUIM,NAO_DETECTADO
023395.jpg,POSTURA_RUIM,NAO_DETECTADO
023396.jpg,POSTURA_RUIM,NAO_DETECTADO
023397.jpg,POSTURA_RUIM,NAO_DETECTADO
023398.jpg,POSTURA_RUIM,NAO_DETECTADO
023399.jpg,POSTURA_RUIM,NAO_DETECTADO
023417.jpg,POSTURA_RUIM,NAO_DETECTADO
023418.jpg,POSTURA_RUIM,NAO_DETECTADO
023419.jpg,POSTURA_RUIM,NAO_DETECTADO
023420.jpg,POSTURA_RUIM,NAO_DETECTADO
023421.jpg,POSTURA_RUIM,NAO_DETECTADO
023437.jpg,POSTURA_RUIM,NAO_DETECTADO
023438.jpg,POSTURA_RUIM,NAO_DETECTADO
023439.jpg,POSTURA_RUIM,NAO_DETECTADO
023440.jpg,POSTURA_RUIM,NAO_DETECTADO
023441.jpg,POSTURA_RUIM,NAO_DETECTADO
023442.jpg,POSTURA_RUIM,NAO_DETECTADO
023443.jpg,POSTURA_RUIM,NAO_DETECTADO
023444.jpg,POSTURA_RUIM,NAO_DETECTADO
023452.jpg,POSTURA_RUIM,NAO_DETECTADO
023453.jpg,POSTURA_RUIM,NAO_DETECTADO
023454.jpg,POSTURA_RUIM,NAO_DETECTADO
023455.jpg,POSTURA_RUIM,NAO_DETECTADO
023456.jpg,POSTURA_RUIM,NAO_DETECTADO
023469.jpg,POSTURA_RUIM,NAO_DETECTADO
023470.jpg,POSTURA_RUIM,NAO_DETECTADO
023471.jpg,POSTURA_RUIM,NAO_DETECTADO
023472.jpg,POSTURA_RUIM,NAO_DETECTADO
023473.jpg,POSTURA_RUIM,NAO_DETECTADO
023480.jpg,POSTURA_RUIM,NAO_DETECTADO
023481.jpg,POSTURA_RUIM,NAO_DETECTADO
023482.jpg,POSTURA_RUIM,NAO_DETECTADO
023483.jpg,POSTURA_RUIM,NAO_DETECTADO
023484.jpg,POSTURA_RUIM,NAO_DETECTADO
023485.jpg,POSTURA_RUIM,NAO_DETECTADO
023486.jpg,POSTURA_RUIM,NAO_DETECTADO
023487.jpg,POSTURA_RUIM,NAO_DETECTADO
023495.jpg,POSTURA_RUIM,NAO_DETECTADO
023496.jpg,POSTURA_RUIM,NAO_DETECTADO
023497.jpg,POSTURA_RUIM,NAO_DETECTADO
023498.jpg,POSTURA_RUIM,NAO_DETECTADO
023499.jpg,POSTURA_RUIM,NAO_DETECTADO
023511.jpg,POSTURA_RUIM,NAO_DETECTADO
023512.jpg,POSTURA_RUIM,NAO_DETECTADO
023513.jpg,POSTURA_RUIM,NAO_DETECTADO
023514.jpg,POSTURA_RUIM,NAO_DETECTADO
023515.jpg,POSTURA_RUIM,NAO_DETECTADO
023516.jpg,POSTURA_RUIM,NAO_DETECTADO
023553.jpg,POSTURA_RUIM,NAO_DETECTADO
023554.jpg,POSTURA_RUIM,NAO_DETECTADO
023555.jpg,POSTURA_RUIM,NAO_DETECTADO
023556.jpg,POSTURA_RUIM,NAO_DETECTADO
023557.jpg,POSTURA_RUIM,NAO_DETECTADO
023597.jpg,POSTURA_RUIM,NAO_DETECTADO
023598.jpg,POSTURA_RUIM,NAO_DETECTADO
023599.jpg,POSTURA_RUIM,NAO_DETECTADO
023600.jpg,POSTURA_RUIM,NAO_DETECTADO
023601.jpg,POSTURA_RUIM,NAO_DETECTADO
023602.jpg,POSTURA_RUIM,NAO_DETECTADO
023603.jpg,POSTURA_RUIM,NAO_DETECTADO
023604.jpg,POSTURA_RUIM,NAO_DETECTADO
023605.jpg,POSTURA_RUIM,NAO_DETECTADO
023626.jpg,POSTURA_RUIM,NAO_DETECTADO
023627.jpg,POSTURA_RUIM,NAO_DETECTADO
023628.jpg,POSTURA_RUIM,NAO_DETECTADO
023629.jpg,POSTURA_RUIM,NAO_DETECTADO
023630.jpg,POSTURA_RUIM,NAO_DETECTADO
023950.jpg,POSTURA_RUIM,NAO_DETECTADO
023951.jpg,POSTURA_RUIM,NAO_DETECTADO
023952.jpg,POSTURA_RUIM,NAO_DETECTADO
023953.jpg,POSTURA_RUIM,NAO_DETECTADO
023954.jpg,POSTURA_RUIM,NAO_DETECTADO
023955.jpg,POSTURA_RUIM,NAO_DETECTADO
023956.jpg,POSTURA_RUIM,NAO_DETECTADO
023957.jpg,POSTURA_RUIM,NAO_DETECTADO
023958.jpg,POSTURA_RUIM,NAO_DETECTADO
023959.jpg,POSTURA_RUIM,NAO_DETECTADO
023970.jpg,POSTURA_RUIM,NAO_DETECTADO
023971.jpg,POSTURA_RUIM,NAO_DETECTADO
023972.jpg,POSTURA_RUIM,NAO_DETECTADO
023973.jpg,POSTURA_RUIM,NAO_DETECTADO
023974.jpg,POSTURA_RUIM,NAO_DETECTADO
023975.jpg,POSTURA_RUIM,NAO_DETECTADO
023976.jpg,POSTURA_RUIM,NAO_DETECTADO
023977.jpg,POSTURA_RUIM,NAO_DETECTADO
023978.jpg,POSTURA_RUIM,NAO_DETECTADO
023979.jpg,POSTURA_RUIM,NAO_DETECTADO
024006.jpg,POSTURA_RUIM,NAO_DETECTADO
024007.jpg,POSTURA_RUIM,NAO_DETECTADO
024008.jpg,POSTURA_RUIM,NAO_DETECTADO
024009.jpg,POSTURA_RUIM,NAO_DETECTADO
024010.jpg,POSTURA_RUIM,NAO_DETECTADO
024011.jpg,POSTURA_RUIM,NAO_DETECTADO
024012.jpg,POSTURA_RUIM,NAO_DETECTADO
024013.jpg,POSTURA_RUIM,NAO_DETECTADO
024792.jpg,POSTURA_RUIM,NAO_DETECTADO
024793.jpg,POSTURA_RUIM,NAO_DETECTADO
024794.jpg,POSTURA_RUIM,NAO_DETECTADO
024795.jpg,POSTURA_RUIM,NAO_DETECTADO
024796.jpg,POSTURA_RUIM,NAO_DETECTADO
024797.jpg,POSTURA_RUIM,NAO_DETECTADO
024798.jpg,POSTURA_RUIM,NAO_DETECTADO
024799.jpg,POSTURA_RUIM,NAO_DETECTADO
024800.jpg,POSTURA_RUIM,NAO_DETECTADO
024801.jpg,POSTURA_RUIM,NAO_DETECTADO
024802.jpg,POSTURA_RUIM,NAO_DETECTADO
024803.jpg,POSTURA_RUIM,NAO_DETECTADO
025065.jpg,POSTURA_RUIM,POSTURA_RUIM
025066.jpg,POSTURA_RUIM,POSTURA_RUIM
025067.jpg,POSTURA_RUIM,POSTURA_RUIM
025068.jpg,POSTURA_RUIM,POSTURA_RUIM
025069.jpg,POSTURA_RUIM,POSTURA_RUIM
025070.jpg,POSTURA_RUIM,POSTURA_RUIM
025071.jpg,POSTURA_RUIM,POSTURA_RUIM
025072.jpg,POSTURA_RUIM,POSTURA_RUIM
025073.jpg,POSTURA_RUIM,POSTURA_RUIM
025074.jpg,POSTURA_RUIM,POSTURA_RUIM
025110.jpg,POSTURA_RUIM,POSTURA_RUIM
025111.jpg,POSTURA_RUIM,POSTURA_RUIM
025112.jpg,POSTURA_RUIM,POSTURA_RUIM
025113.jpg,POSTURA_RUIM,POSTURA_RUIM
025114.jpg,POSTURA_RUIM,POSTURA_RUIM
025115.jpg,POSTURA_RUIM,POSTURA_RUIM
025116.jpg,POSTURA_RUIM,POSTURA_RUIM
025117.jpg,POSTURA_RUIM,POSTURA_RUIM
025118.jpg,POSTURA_RUIM,POSTURA_RUIM
025119.jpg,POSTURA_RUIM,POSTURA_RUIM
025120.jpg,POSTURA_RUIM,POSTURA_RUIM
025121.jpg,POSTURA_RUIM,POSTURA_RUIM
025122.jpg,POSTURA_RUIM,POSTURA_RUIM
025123.jpg,POSTURA_RUIM,POSTURA_RUIM
025124.jpg,POSTURA_RUIM,POSTURA_RUIM
025125.jpg,POSTURA_RUIM,POSTURA_RUIM
025126.jpg,POSTURA_RUIM,POSTURA_RUIM
025127.jpg,POSTURA_RUIM,POSTURA_RUIM
025128.jpg,POSTURA_RUIM,POSTURA_RUIM
025129.jpg,POSTURA_RUIM,POSTURA_RUIM
025130.jpg,POSTURA_RUIM,POSTURA_RUIM
026794.jpg,POSTURA_RUIM,POSTURA_RUIM
026795.jpg,POSTURA_RUIM,POSTURA_RUIM
026796.jpg,POSTURA_RUIM,POSTURA_RUIM
026797.jpg,POSTURA_RUIM,POSTURA_RUIM
026798.jpg,POSTURA_RUIM,POSTURA_RUIM
026799.jpg,POSTURA_RUIM,POSTURA_RUIM
026800.jpg,POSTURA_RUIM,POSTURA_RUIM
026801.jpg,POSTURA_RUIM,POSTURA_RUIM
026802.jpg,POSTURA_RUIM,POSTURA_RUIM
026803.jpg,POSTURA_RUIM,POSTURA_RUIM
026823.jpg,POSTURA_RUIM,POSTURA_RUIM
026824.jpg,POSTURA_RUIM,POSTURA_RUIM
026825.jpg,POSTURA_RUIM,POSTURA_RUIM
026826.jpg,POSTURA_RUIM,POSTURA_RUIM
026827.jpg,POSTURA_RUIM,POSTURA_RUIM
026833.jpg,POSTURA_RUIM,POSTURA_RUIM
026834.jpg,POSTURA_RUIM,POSTURA_RUIM
026835.jpg,POSTURA_RUIM,POSTURA_RUIM
026836.jpg,POSTURA_RUIM,POSTURA_RUIM
026837.jpg,POSTURA_RUIM,POSTURA_RUIM
026843.jpg,POSTURA_RUIM,POSTURA_RUIM
026844.jpg,POSTURA_RUIM,POSTURA_RUIM
026845.jpg,POSTURA_RUIM,POSTURA_RUIM
026846.jpg,POSTURA_RUIM,POSTURA_RUIM
026847.jpg,POSTURA_RUIM,POSTURA_RUIM
026853.jpg,POSTURA_RUIM,POSTURA_RUIM
026854.jpg,POSTURA_RUIM,POSTURA_RUIM
026855.jpg,POSTURA_RUIM,POSTURA_RUIM
026856.jpg,POSTURA_RUIM,POSTURA_RUIM
026857.jpg,POSTURA_RUIM,POSTURA_RUIM
026865.jpg,POSTURA_RUIM,POSTURA_RUIM
026866.jpg,POSTURA_RUIM,POSTURA_RUIM
026867.jpg,POSTURA_RUIM,POSTURA_RUIM
026868.jpg,POSTURA_RUIM,POSTURA_RUIM
026869.jpg,POSTURA_RUIM,POSTURA_RUIM
026876.jpg,POSTURA_RUIM,POSTURA_RUIM
026877.jpg,POSTURA_RUIM,POSTURA_RUIM
026878.jpg,POSTURA_RUIM,POSTURA_RUIM
026879.jpg,POSTURA_RUIM,POSTURA_RUIM
026880.jpg,POSTURA_RUIM,POSTURA_RUIM
026888.jpg,POSTURA_RUIM,POSTURA_RUIM
026889.jpg,POSTURA_RUIM,POSTURA_RUIM
026890.jpg,POSTURA_RUIM,POSTURA_RUIM
026891.jpg,POSTURA_RUIM,POSTURA_RUIM
026892.jpg,POSTURA_RUIM,POSTURA_RUIM
027154.jpg,POSTURA_RUIM,POSTURA_RUIM
027155.jpg,POSTURA_RUIM,POSTURA_RUIM
027156.jpg,POSTURA_RUIM,POSTURA_RUIM
027157.jpg,POSTURA_RUIM,POSTURA_RUIM
027158.jpg,POSTURA_RUIM,POSTURA_RUIM
027159.jpg,POSTURA_RUIM,POSTURA_RUIM
027160.jpg,POSTURA_RUIM,POSTURA_RUIM
027161.jpg,POSTURA_RUIM,POSTURA_RUIM
027162.jpg,POSTURA_RUIM,POSTURA_RUIM
027163.jpg,POSTURA_RUIM,POSTURA_RUIM
027164.jpg,POSTURA_RUIM,POSTURA_RUIM
027165.jpg,POSTURA_RUIM,POSTURA_RUIM
027166.jpg,POSTURA_RUIM,POSTURA_RUIM
027167.jpg,POSTURA_RUIM,POSTURA_RUIM
027168.jpg,POSTURA_RUIM,POSTURA_RUIM
027169.jpg,POSTURA_RUIM,POSTURA_RUIM
027170.jpg,POSTURA_RUIM,POSTURA_RUIM
